row_type,backend,N,iteration,measure,seconds
ITER,RUST,15,21,setup_A,0.148849
ITER,RUST,15,22,setup_A,0.147234
ITER,RUST,15,23,setup_A,0.151381
ITER,RUST,15,24,setup_A,0.175907
SUMMARY,RUST,15,,setup_A_avg,0.231394
ITER,RUST,16,0,setup_A,0.177110
ITER,RUST,16,1,setup_A,0.176736
ITER,RUST,16,2,setup_A,0.175564
ITER,RUST,16,3,setup_A,0.177493
ITER,RUST,16,4,setup_A,0.164172
ITER,RUST,16,5,setup_A,0.146879
ITER,RUST,16,6,setup_A,0.148754
ITER,RUST,16,7,setup_A,0.147240
ITER,RUST,16,8,setup_A,0.148734
ITER,RUST,16,9,setup_A,0.148159
ITER,RUST,16,10,setup_A,0.147042
ITER,RUST,16,11,setup_A,0.133505
ITER,RUST,16,12,setup_A,0.126391
ITER,RUST,16,13,setup_A,0.126254
ITER,RUST,16,14,setup_A,0.127427
ITER,RUST,16,15,setup_A,0.127448
ITER,RUST,16,16,setup_A,0.127736
ITER,RUST,16,17,setup_A,0.127887
ITER,RUST,16,18,setup_A,0.126835
ITER,RUST,16,19,setup_A,0.144269
ITER,RUST,16,20,setup_A,0.147090
ITER,RUST,16,21,setup_A,0.146785
ITER,RUST,16,22,setup_A,0.147091
ITER,RUST,16,23,setup_A,0.147426
ITER,RUST,16,24,setup_A,0.147973
SUMMARY,RUST,16,,setup_A_avg,0.146480
ITER,RUST,18,0,setup_A,0.148783
ITER,RUST,18,1,setup_A,0.127627
ITER,RUST,18,2,setup_A,0.126118
ITER,RUST,18,3,setup_A,0.126857
ITER,RUST,18,4,setup_A,0.126459
ITER,RUST,18,5,setup_A,0.126623
ITER,RUST,18,6,setup_A,0.126808
ITER,RUST,18,7,setup_A,0.126920
ITER,RUST,18,8,setup_A,0.125501
ITER,RUST,18,9,setup_A,0.110912
ITER,RUST,18,10,setup_A,0.111206
ITER,RUST,18,11,setup_A,0.110818
ITER,RUST,18,12,setup_A,0.110803
ITER,RUST,18,13,setup_A,0.110631
ITER,RUST,18,14,setup_A,0.111247
ITER,RUST,18,15,setup_A,0.110748
ITER,RUST,18,16,setup_A,0.111208
ITER,RUST,18,17,setup_A,0.113553
ITER,RUST,18,18,setup_A,0.126544
ITER,RUST,18,19,setup_A,0.128465
ITER,RUST,18,20,setup_A,0.126353
ITER,RUST,18,21,setup_A,0.126344
ITER,RUST,18,22,setup_A,0.127699
ITER,RUST,18,23,setup_A,0.126553
ITER,RUST,18,24,setup_A,0.126831
SUMMARY,RUST,18,,setup_A_avg,0.122064
ITER,RUST,19,0,setup_A,0.126574
ITER,RUST,19,1,setup_A,0.126220
ITER,RUST,19,2,setup_A,0.126166
ITER,RUST,19,3,setup_A,0.126382
ITER,RUST,19,4,setup_A,0.127961
ITER,RUST,19,5,setup_A,0.126330
ITER,RUST,19,6,setup_A,0.126828
ITER,RUST,19,7,setup_A,0.126728
ITER,RUST,19,8,setup_A,0.126541
